sport,occupation,direct_correlation,indirect_correlation,same_correlation
table tennis,coach,0.14801085145747772,-0.008026325367427214,False
table tennis,cook,0.6859520775834471,0.3687063692625179,True
table tennis,dancer,0.10244730134538983,0.22356719639217368,True
table tennis,designer,-0.3836456140115198,0.36127359215990423,False
table tennis,developer,-0.4592825883395289,0.03340937082541467,False
table tennis,doctor,-0.2393972367668792,0.06955490617487213,False
table tennis,economist,0.5405242730121701,0.22409021919836675,True
table tennis,editor,0.302032906651722,0.41102932778332474,True
table tennis,engineer,0.3737440255534122,-0.09450101739236859,False
table tennis,farmer,0.7597848744501733,-0.06574282274719592,False
table tennis,filmmaker,0.05516830658091302,0.136524641886283,True
table tennis,housekeeper,0.2894961759500315,0.23310513793849666,True
table tennis,journalist,0.4124482410637974,0.22529856574522136,True
table tennis,judge,0.011874908878704129,-0.048974718613526994,False
table tennis,lawyer,-0.16608736867461185,0.10872353070116389,False
table tennis,librarian,0.14539668281469992,0.3350729747505071,True
table tennis,magician,-0.8326440036097539,-0.29352842898313625,True
table tennis,mechanic,-0.22485125819608034,-0.23986798437695186,True
table tennis,musician,-0.6139404006912532,-0.0038929444069798536,True
table tennis,nurse,0.2775259279366698,0.21326718428278418,True
table tennis,painter,0.2698729953705423,0.3476016988915516,True
table tennis,philosopher,-0.6068525118314056,0.08438995676198027,False
table tennis,photographer,0.4563590525798441,0.10540195398904394,True
table tennis,pilot,0.027798446871887966,-0.10137592390621471,False
table tennis,policeman,0.36090134101950755,-0.13224178616934662,False
table tennis,politician,-0.07231222323633511,0.045953553556318125,False
table tennis,professor,-0.6406415546976149,0.09942480311221089,False
table tennis,programmer,-0.3426011576498191,-0.06806190823307184,True
table tennis,psychologist,-0.5580614777384939,0.2323548058664077,False
table tennis,scientist,-0.7348639650490708,0.13363234907900487,False
table tennis,scholar,1.0972218442404444,0.23284198114333005,True
table tennis,secretary,0.4015965658805139,0.38773164040383606,True
table tennis,server,-0.0009607397712295387,0.18331041885593402,False
table tennis,singer,-0.344600090174976,0.38573721722310816,False
table tennis,soldier,-0.4722769039184538,-0.20865271955313325,True
table tennis,surgeon,-0.8178519728806057,-0.08554180286419061,True
table tennis,teacher,0.0677433809569146,0.4297583717392346,True
table tennis,therapist,-0.9226113721293826,0.05887450531393719,False
table tennis,translator,0.012017702372344318,0.28246003651342494,True
table tennis,waiter,0.3237330148572997,-0.22096110492578888,False
table tennis,waitress,-0.12173811029910257,0.10968505468263097,False
table tennis,warrior,-0.8581221865076363,-0.30330304397783214,True
table tennis,writer,-0.08908029019010041,0.38695902392253984,False
martial arts,accountant,0.013842013857059103,0.17163562464274837,True
martial arts,architect,-0.25654914886637864,0.24688538729014273,False
martial arts,artist,-0.17734866034699243,-0.18199580346064975,True
martial arts,attorney,-0.6690273523441629,0.07138358768413831,False
martial arts,banker,-0.2433470091175677,0.19321498675629772,False
martial arts,bartender,0.6501421710955737,0.3687466546086581,True
martial arts,broadcaster,-0.46395186077266376,0.030439785351355535,False
martial arts,builder,-0.2728141375702146,0.23155470347010743,False
martial arts,businessman,0.011940685926379058,0.3385000083629219,True
martial arts,butcher,0.16080876625506021,0.1551106944525408,True
martial arts,captain,-0.1727406461790258,0.20450692568989928,False
martial arts,carpenter,0.2813133602845415,0.30949312776201165,True
martial arts,chef,0.6434029080038303,0.2416503355043071,True
martial arts,coach,-1.2882140810083342,0.2892464664095652,False
martial arts,cook,0.08608274441066646,-0.5034196142481266,False
martial arts,dancer,0.7632868313094178,-0.21500871929017532,False
martial arts,designer,0.2417345153958325,-0.1023236432823148,False
martial arts,developer,-0.09462799044109525,0.21585783899027894,False
martial arts,doctor,-0.1738381143743867,0.10751010600896073,False
martial arts,economist,-0.780957629840872,0.09444770885968082,False
martial arts,editor,0.17379777675681726,-0.2888661565987636,False
martial arts,engineer,0.040307273911438325,0.3686248983574076,True
martial arts,farmer,-0.33581361699362466,0.21284339439125344,False
martial arts,filmmaker,0.7774470005442579,0.16693811931766145,True
martial arts,housekeeper,-0.12752186723946732,-0.4544799836094174,True
martial arts,journalist,-0.13678378425039414,0.04584934995022084,False
martial arts,judge,-0.3023858418542745,0.1137533630915004,False
martial arts,lawyer,-0.5707011193212401,0.1530470815652681,False
martial arts,librarian,-0.3621972723951375,-0.5379575744876193,True
martial arts,magician,0.5499732379929895,0.35637974592833854,True
martial arts,mechanic,0.4956888867381255,0.39002167978357677,True
martial arts,musician,-0.35222866889628124,0.25609143372249504,False
martial arts,nurse,-0.041350231885109806,-0.397218497001885,True
martial arts,painter,-0.03390979255092938,-0.22130899087925301,True
martial arts,philosopher,-0.8943383345607145,-0.09859822795716142,True
martial arts,photographer,0.5393259915699721,0.23096078572553846,True
martial arts,pilot,0.14149501001460638,0.36804345003666933,True
martial arts,policeman,0.29576302617306743,0.3365555164839822,True
martial arts,politician,-0.1369371668489318,0.24558645075721783,False
martial arts,professor,-0.2736886550133893,0.01907327331226772,False
martial arts,programmer,0.3449120015777139,0.393769152824155,True
martial arts,psychologist,-0.29000844546560317,-0.1281351232914445,True
martial arts,scientist,-0.1368850731929583,0.008905802821018724,False
martial arts,scholar,-0.007093351163133814,-0.14164104737154132,True
martial arts,secretary,-0.19108085016527762,-0.5080784595096068,True
martial arts,server,-0.1698675676973838,-0.1972691237595576,True
martial arts,singer,-0.08018937202122205,-0.19870105345165223,True
martial arts,soldier,0.7093109381029292,0.18989308586689058,True
martial arts,surgeon,-0.3568015960208788,0.2414633101890179,False
martial arts,teacher,-0.40506765446828885,-0.4695155942028446,True
martial arts,therapist,-0.5900815219018387,-0.23167831767920155,True
martial arts,translator,-0.12314732297890163,-0.20835719044933002,True
martial arts,waiter,-0.12921056015463223,0.3933282213124472,False
martial arts,waitress,0.012452612358938022,-0.30125054699108755,False
martial arts,warrior,2.2273877118150542,0.16484107378946788,True
martial arts,writer,-0.2727976656232822,-0.2840471688930185,True
baseball,accountant,0.1717676445388484,0.4529561226618708,True
baseball,architect,-0.36913141452285125,0.31420728248409574,False
baseball,artist,-0.8279623726522289,-0.1856823007165232,True
baseball,attorney,0.05704993736653649,0.5009683298644698,True
baseball,banker,-0.14226172281629126,0.3683241128879453,False
baseball,bartender,0.9620597554763307,0.687082922794126,True
baseball,broadcaster,0.06887799039618472,0.2911938600401218,True
baseball,builder,0.4167839596818748,0.5150511882245544,True
baseball,businessman,-0.14125120512319222,0.5119020695600777,False
baseball,butcher,0.27329620658791987,0.31067776193343716,True
baseball,captain,-0.24639342816543028,0.28016363360199625,False
baseball,carpenter,0.7239422751849515,0.563015511310139,True
baseball,chef,0.24767655131986094,0.3107919706104938,True
baseball,coach,-0.4682887651077168,0.47041906082558227,False
baseball,cook,0.02662511411962333,-0.4599569078296927,False
baseball,dancer,-0.44614514018139184,-0.4181425844416085,True
baseball,designer,-0.2559670248970103,-0.2569456687398403,True
baseball,developer,0.4975735345578999,0.5386582122263633,True
baseball,doctor,-1.0017255007739454,-0.034069161900877415,True
baseball,economist,-0.8582599334492585,0.04217973303764659,False
baseball,editor,-0.10591942742858934,-0.29888526478492217,True
baseball,engineer,-0.023457688153697972,0.44882188335957535,False
baseball,farmer,-0.036594259144981725,0.41689362572794336,False
baseball,filmmaker,-0.3611000939914652,0.32490944215960554,False
baseball,housekeeper,0.28438346413254345,-0.5710722602114221,False
baseball,journalist,-0.5644275212813706,-0.03269156560712853,True
baseball,judge,-0.2093468845076362,0.22402240891204547,False
baseball,lawyer,-0.3421003023245509,0.3687930917352093,False
baseball,librarian,0.43540017612470894,-0.5761433426613817,False
baseball,magician,-0.7787226779646215,0.4166791514878971,False
baseball,mechanic,0.51215435014611,0.5514733992735463,True
baseball,musician,-0.6467203083974117,0.40352010084138523,False
baseball,nurse,0.45834377724011327,-0.4746098839846145,False
